Galaxy,R_kpc,Vobs_kms,errV_kms,Vgas_kms,Vdisk_kms,Vbul_kms,Vbar_kms,gobs_km2s2_per_kpc,gbar_km2s2_per_kpc,log10_gobs,log10_gbar,is_outer
NGC6015,2.31,116.0,2.3,-8.46,104.95,0.0,105.29042739014787,5825.108225108225,4799.166277056277,3.7653039985616927,3.6811657972249834,False
NGC6015,2.63,130.0,3.3,-8.8,112.27,0.0,112.61435476883042,6425.855513307985,4822.050532319392,3.807930956123916,3.6832317572219573,False
NGC6015,2.96,141.0,2.2,-8.85,120.94,0.0,121.26337493241725,6716.554054054054,4967.839898648649,3.827146514251821,3.696167591143195,False
NGC6015,3.28,146.0,1.6,-8.55,129.34,0.0,129.622290135609,6498.780487804878,5122.542103658538,3.812831867857195,3.709485536680148,False
NGC6015,3.61,150.0,1.4,-7.82,137.29,0.0,137.51253215616384,6232.686980609418,5238.143074792243,3.7946753162057045,3.719177356583326,False
NGC6015,3.94,152.0,1.1,-6.39,143.65,0.0,143.79205332701804,5863.959390862944,5247.75497461929,3.768190954063971,3.7199735489943144,False
NGC6015,4.27,155.0,1.3,-3.64,148.22,0.0,148.26468898561112,5626.463700234192,5148.107259953162,3.750235521315559,3.7116475867794576,False
NGC6015,4.6,152.0,1.8,4.74,149.97,0.0,150.04488828347334,5022.608695652174,4894.232282608696,3.700929344207971,3.6896845773290674,False
NGC6015,4.94,150.0,2.4,8.31,149.81,0.0,150.04030191918437,4554.655870445344,4557.103684210527,3.6584555691877156,3.6586889098570214,False
NGC6015,5.3,147.0,5.5,11.17,147.82,0.0,148.24142909456856,4077.169811320755,4146.324773584905,3.6103587998955633,3.617663316535378,False
NGC6015,5.63,145.0,3.8,13.71,145.9,0.0,146.54273813464795,3734.4582593250443,3814.3470870337483,3.5722276096186034,3.5814202091937513,False
NGC6015,5.96,152.0,4.1,15.93,145.72,0.0,146.58814174413973,3876.510067114094,3605.3831040268456,3.5884409161493087,3.5569514191594327,True
NGC6015,6.27,149.0,1.4,18.03,145.22,0.0,146.33499000580824,3540.8293460925042,3415.299728867624,3.5491049959938317,3.5334288236489373,True
NGC6015,8.24,149.0,4.0,27.98,136.77,0.0,139.60269803983016,2694.296116504854,2365.159381067961,3.4304453251274323,3.3738604118755533,True
NGC6015,10.3,146.0,4.0,36.61,123.8,0.0,129.0996982955421,2069.514563106796,1618.129330097087,3.315868486863702,3.2090132299479732,True
NGC6015,11.13,149.0,3.2,39.92,119.88,0.0,126.35197188805563,1994.6990116801437,1434.3953998203053,3.29987737248984,3.156668883751658,True
NGC6015,11.95,152.0,2.8,43.13,116.47,0.0,124.19926650347014,1933.3891213389122,1290.833288702929,3.2863192706053885,3.1108701566959023,True
NGC6015,12.72,153.0,2.4,45.67,112.55,0.0,121.46296307928603,1840.330188679245,1159.8468081761005,3.2648957503228027,3.064400631677571,True
NGC6015,13.58,156.0,2.2,47.33,108.33,0.0,118.21809421573332,1792.0471281296022,1029.1250220913107,3.2533494267644403,3.01246813774219,True
NGC6015,14.43,158.0,2.8,48.11,104.74,0.0,115.26074657054758,1730.0069300069301,920.6541718641718,3.238047842815351,2.964096525467267,True
NGC6015,15.29,158.0,3.1,48.44,101.4,0.0,112.37612557834515,1632.7011118378025,825.9250228907785,3.212906688496525,2.9169406240482902,True
NGC6015,16.02,159.0,3.8,48.44,98.71,0.0,109.95498033286168,1578.0898876404494,754.6877465667915,3.1981317368926843,2.8777672986575853,True
NGC6015,16.88,161.0,3.6,48.11,95.6,0.0,107.02304471467815,1535.6042654028438,678.5504798578198,3.186279309774063,2.831582161956268,True
NGC6015,17.73,163.0,4.0,47.66,92.8,0.0,104.3231307045566,1498.5335589396502,613.8361872532431,3.1756664732069977,2.7880524876493102,True
NGC6015,18.59,162.0,4.8,47.0,90.22,0.0,101.7283067783987,1411.7267348036578,556.6782356105433,3.149750639313363,2.7456042420739304,True
NGC6015,19.32,164.0,5.7,46.67,88.2,0.0,99.78641641025095,1392.1325051759834,515.3896946169773,3.1436805740159213,2.7121357304435905,True
NGC6015,20.18,165.0,7.0,46.56,85.97,0.0,97.7684739576107,1349.1080277502479,473.6706888007929,3.130046726526921,2.675476510997899,True
NGC6015,21.04,166.0,6.3,46.12,83.92,0.0,95.75813699106725,1309.6958174904944,435.81847908745254,3.1171704405984086,2.639305640769272,True
NGC6015,21.89,163.0,7.0,45.56,82.02,0.0,93.82427191297569,1213.750571037003,402.1468250342622,3.084129447239984,2.6043846442792837,True
NGC6015,22.63,159.0,8.5,45.34,80.48,0.0,92.37286398071677,1117.14538223597,377.0546177640301,3.0481096946861745,2.57640426393383,True
NGC6015,23.48,155.0,9.1,45.12,78.82,0.0,90.8207399221125,1023.2112436115843,351.2950085178875,3.0099653037650063,2.545671979030458,True
NGC6015,24.34,154.0,8.0,44.68,77.25,0.0,89.24048912909431,974.3631881676254,327.1924774034511,2.98872086777888,2.514803310097919,True
NGC6015,25.19,149.0,5.4,44.57,75.79,0.0,87.9238818524296,881.3418023025009,306.89198094481935,2.945144369326435,2.4869855405109527,True
NGC6015,25.93,153.0,3.1,46.56,74.58,0.0,87.92047543092565,902.7767065175473,298.11068260701893,2.955580344865846,2.4743775389784703,True
NGC6015,26.78,156.0,3.0,42.58,73.28,0.0,84.75266839457034,908.7378640776699,268.2231067961165,2.958438624032933,2.4284961885856133,True
NGC6015,27.64,151.0,9.4,40.7,72.03,0.0,82.73337234755996,824.9276410998552,247.641494211288,2.916415855884178,2.3938234157808584,True
NGC6015,28.37,158.0,7.7,39.26,71.03,0.0,81.15792321147701,879.9436023968981,232.16808248149454,2.944454838112993,2.3658025144768984,True
NGC6015,29.23,152.0,3.4,38.26,69.88,0.0,79.66832494787373,790.4208005473828,217.14136161477927,2.8978583605321084,2.3367425568036744,True
NGC6195,1.33,175.0,13.6,0.0,53.18,236.8,242.6980683895115,23026.315789473683,44287.4830075188,4.362224456405503,4.646280998708612,False
NGC6195,2.34,237.0,3.65,0.0,84.9,258.48,272.06602213433416,24003.846153846156,31632.44461538462,4.380280834610065,4.5001327563149145,False
NGC6195,3.33,247.0,3.81,0.0,110.89,258.69,281.45533961891715,18321.02102102102,23788.921381381377,4.262949673013011,4.3763747510438336,False
NGC6195,4.34,242.0,3.56,0.0,133.39,255.32,288.06456654715447,13494.009216589862,19120.09089861751,4.130141002448352,4.281489952619692,False
NGC6195,5.35,240.0,4.2,0.11,152.34,247.96,291.0182971910873,10766.355140186917,15830.214822429909,4.032068701401983,4.199486808454451,False
NGC6195,6.34,233.0,4.59,0.0,168.35,242.98,295.60277891115976,8562.933753943218,13782.492570977916,3.9326225841703053,4.139327767058496,False
NGC6195,7.34,233.0,4.63,0.0,182.51,235.83,298.2041062762215,7396.321525885559,12115.216485013627,3.8690157821359676,4.0833311788868,False
NGC6195,8.32,247.0,6.41,1.96,192.78,226.67,297.5689145391366,7332.8125,10642.69938701923,3.8652705802286076,4.027051795271168,False
NGC6195,9.34,248.0,7.64,15.34,198.8,216.7,294.47520370992186,6585.010706638116,9284.330364025695,3.8185564854223393,3.967750585545266,False
NGC6195,10.38,242.0,9.05,25.14,207.14,206.98,293.90426944840385,5642.003853564547,8321.745626204236,3.7514333784484233,3.9202144364239726,False
NGC6195,11.36,252.0,12.5,33.65,211.69,198.54,292.1696599580456,5590.140845070423,7514.3582922535215,3.7474227501880883,3.8758918988241007,False
NGC6195,12.34,245.0,8.72,41.56,213.57,190.81,289.3921813041949,4864.262560777958,6786.696482982172,3.687017009031842,3.831658426955793,False
NGC6195,13.32,247.0,4.44,48.79,217.57,183.83,288.9820719352673,4580.255255255255,6269.56740990991,3.6608896816850494,3.7972375762421486,False
NGC6195,14.3,238.0,9.29,54.63,223.69,177.48,290.72461780867474,3961.118881118881,5910.545692307692,3.5978178766479623,3.7716275790568194,False
NGC6195,15.47,249.0,9.98,60.46,231.69,170.69,294.05908215867095,4007.821590174531,5589.576199095022,3.602908380492105,3.7473788809862856,False
NGC6195,16.35,250.0,6.15,63.83,234.56,166.06,294.39528885496793,3822.6299694189597,5300.830954128441,3.5823622603477703,3.7243439546018604,False
NGC6195,17.92,253.0,6.96,68.08,238.09,158.63,294.08368094812744,3571.9308035714284,4826.183671874999,3.5529030370255295,3.683603845994628,False
NGC6195,19.1,258.0,15.4,69.27,241.54,153.66,294.5357365414255,3485.026178010471,4541.952884816753,3.542206044678733,3.657242624826423,False
NGC6195,22.52,254.0,6.51,67.69,240.74,141.52,287.34229431115773,2864.8312611012434,3666.3230062166963,3.4570990470605674,3.5642307240298976,False
NGC6195,26.05,256.0,7.73,66.4,225.1,131.58,269.058109708665,2515.7773512476006,2778.9737581573895,3.4006722029881558,3.4438844457549718,False
NGC6195,29.48,255.0,8.5,63.14,208.87,123.68,250.81881687784113,2205.7327001356853,2133.9918215739485,3.3435528816808966,3.3291927506779024,False
NGC6195,33.0,244.0,5.75,61.55,195.11,116.89,235.625946576348,1804.121212121212,1682.4117181818183,3.2562657127995713,3.2259322845974148,False
NGC6195,36.43,246.0,4.24,65.91,185.57,111.25,226.17894574871465,1661.1583859456491,1404.2524155915455,3.2204110429648423,3.14744517962112,True
NGC6503,0.76,77.0,10.0,4.04,70.72,0.0,70.83530193342865,7801.315789473684,6602.1578947368425,3.8921678580641723,3.8196859065427544,False
NGC6503,1.52,100.0,5.0,7.62,123.17,0.0,123.40548326553403,6578.9473684210525,10019.021907894738,3.8181564120552274,4.000825326248024,False
NGC6503,2.28,110.0,2.0,9.72,142.64,0.0,142.97079422035816,5307.01754385965,8965.19649122807,3.7248505233159963,3.952559812483917,False
NGC6503,3.04,118.0,2.0,12.42,134.42,0.0,134.99256572122775,4580.263157894737,5994.405526315788,3.660890431003497,3.777746119971625,False
NGC6503,3.79,121.0,2.0,13.35,121.97,0.0,122.69842460276334,3863.060686015831,3972.270026385224,3.586931530664828,3.5990387632329774,False
NGC6503,4.55,121.0,2.0,14.78,111.53,0.0,112.50506344160692,3217.802197802198,2781.8438021978022,3.507559343975788,3.4443327411312246,False
NGC6503,5.31,117.0,2.0,17.55,103.23,0.0,104.7111999740238,2577.9661016949153,2064.865423728814,3.4112772024108544,3.3148917520522208,False
NGC6503,6.07,116.0,2.0,19.2,96.65,0.0,98.53863455518349,2216.8039538714993,1599.6478583196047,3.3457272873785793,3.20402438889309,True
NGC6503,6.83,116.0,2.0,20.33,91.96,0.0,94.18041463064388,1970.1317715959003,1298.6750366032209,3.2944952747723044,3.1135004925158265,True
NGC6503,7.59,116.0,2.0,21.66,87.62,0.0,90.25752046228614,1772.859025032938,1073.3096179183137,3.2486742025583566,3.03072502108704,True
NGC6503,8.35,115.0,1.0,22.79,83.25,0.0,86.31307316971167,1583.8323353293413,892.2091736526946,3.199709205223621,2.9504666843239593,True
NGC6503,9.11,115.0,1.0,23.92,79.58,0.0,83.09718888145375,1451.7014270032932,757.9739626783754,3.1618773037342254,2.879654287347987,True
NGC6503,9.86,116.0,1.0,24.84,76.81,0.0,80.72670995401708,1364.7058823529412,660.9332352941177,3.1350390635126257,2.8201575910925913,True
NGC6503,10.64,117.0,1.0,25.46,74.18,0.0,78.42757168241282,1286.5601503759399,578.0906015037596,3.109430095533294,2.7619959087485193,True
NGC6503,11.38,117.0,1.0,26.38,71.5,0.0,76.21124851358886,1202.8998242530754,510.38263620386635,3.080229461433271,2.7078958907736057,True
NGC6503,12.12,118.0,1.0,27.2,69.18,0.0,74.33513570311149,1148.844884488449,455.9168646864688,3.0602613947819832,2.65888565735837,True
NGC6503,12.86,117.0,1.0,28.13,67.04,0.0,72.70253434372148,1064.4634525660965,411.01543545878707,3.02713075490412,2.61385813187291,True
NGC6503,13.7,116.0,1.0,28.74,64.84,0.0,70.9239959393152,982.1897810218978,367.16884671532847,2.99219541129743,2.564865825378908,True
NGC6503,14.44,115.0,1.0,28.64,63.05,0.0,69.24992490970658,915.8587257617729,332.1019459833795,2.961828487473603,2.52127142039624,True
NGC6503,15.18,117.0,1.0,28.33,61.39,0.0,67.61154487215921,901.7786561264822,301.14104084321474,2.9550999519328616,2.4787699471339195,True
NGC6503,15.91,116.0,1.0,28.13,59.88,0.0,66.1582292689277,845.757385292269,275.1044186046512,2.9272457988072556,2.4394975658902536,True
NGC6503,16.65,115.0,2.0,28.33,58.45,0.0,64.9537635553168,794.2942942942943,253.3928768768769,2.8999814428648847,2.4037944022737565,True
NGC6503,17.49,115.0,2.0,28.23,56.93,0.0,63.544927413602416,756.1463693539166,230.8723727844483,2.878605871228547,2.363371966415991,True
NGC6503,18.23,115.0,2.0,27.82,55.71,0.0,62.27002890636875,725.4525507405375,212.7019473395502,2.860609012052247,2.327771465995581,True
NGC6503,18.97,114.0,2.0,27.2,54.55,0.0,60.955249978980476,685.0817079599368,195.8641275698471,2.8357423717842827,2.291954902431477,True
NGC6503,19.71,115.0,2.0,26.9,53.46,0.0,59.846316511544806,670.9791983764586,181.713932014206,2.82670905642778,2.2593882259593046,True
NGC6503,20.45,114.0,2.0,26.69,52.44,0.0,58.841394443027944,635.5012224938876,169.306097799511,2.803116390329585,2.2286726001230446,True
NGC6503,21.29,116.0,2.0,26.49,51.35,0.0,57.78012287975857,632.0338186942226,156.8127101925787,2.8007403170155145,2.195381260789676,True
NGC6503,22.03,115.0,3.0,26.18,50.44,0.0,56.82944659241368,600.3177485247389,146.59945528824326,2.778381183556456,2.1661323566233244,True
NGC6503,22.76,118.0,4.0,25.87,49.61,0.0,55.95005808754804,611.7750439367311,137.53993848857644,2.786591756889217,2.138428825778304,True
NGC6503,23.5,115.0,10.0,25.46,48.79,0.0,55.03340530986612,562.7659574468086,128.8798170212766,2.7503278184354873,2.1101849108166064,True
NGC6674,2.5,206.0,75.0,0.0,122.77,171.6,210.99533857410213,16974.4,17807.61316,4.229794432066269,4.250605712786784,False
NGC6674,7.49,285.0,8.0,0.0,218.15,99.53,239.78249185459725,10844.459279038718,7676.3208811749,4.035207902317554,3.8851531205724106,False
NGC6674,12.54,291.0,7.0,0.0,234.07,76.92,246.38476271880126,6752.8708133971295,4840.945079744816,3.829488441477117,3.6849301556218714,False
NGC6674,17.45,274.0,5.0,0.0,221.55,65.21,230.94749749672545,4302.349570200573,3056.5470830945565,3.633705694345577,3.485231090055675,True
NGC6674,22.47,266.0,4.0,23.41,205.25,57.46,214.4230449368724,3148.9096573208726,2046.1612016021363,3.4981602008430053,3.3109398455093135,True
NGC6674,27.48,255.0,2.0,35.47,190.15,51.96,200.287256209675,2366.2663755458516,1459.7883915574964,3.3740636324803974,3.164289905757421,True
NGC6674,32.5,250.0,2.0,42.22,174.2,47.78,185.50228246574216,1923.076923076923,1058.8029784615383,3.283996656365201,3.0248151543214066,True
NGC6674,37.51,242.0,2.0,45.59,160.68,44.48,172.84380492224764,1561.2903225806454,796.4537696614237,3.1934836678101397,2.9011605721476554,True
NGC6674,42.42,237.0,2.0,49.68,149.48,41.82,162.976333251181,1324.1159830268741,626.1500518623291,3.1219260278396646,2.796678420889097,True
NGC6674,47.44,235.0,2.0,50.91,139.94,39.55,154.0754172475285,1164.102023608769,500.4054426644182,3.065991044187266,2.6993220246550136,True
NGC6674,52.45,236.0,2.0,48.66,131.98,37.61,145.60572825270302,1061.8875119161105,404.21407244995225,3.0260785134106363,2.6066114291223195,True
NGC6674,57.47,242.0,2.0,50.7,125.25,35.93,139.81780072651694,1019.0360187924134,340.1603862884984,3.008189534827165,2.5316837360313142,True
NGC6674,62.48,246.0,2.0,51.01,119.5,34.46,134.42381373848906,968.5659411011524,289.2087339948784,2.9861291933375145,2.461211404350379,True
NGC6674,67.4,242.0,4.0,48.35,114.62,33.18,128.74928854172362,868.9020771513352,245.94034569732938,2.938970835425543,2.390829779151219,True
NGC6674,72.41,242.0,5.0,44.77,110.24,32.01,123.21465253775624,808.7833172213783,209.66510979146528,2.907832184480297,2.3215261658695523,True
NGC6789,0.1,13.9,3.84,2.8,7.62,0.0,8.118152499183543,1932.1,659.0439999999999,3.28602960050819,2.81891441052618,False
NGC6789,0.3,29.9,3.92,7.72,17.26,0.0,18.90782906628892,2980.033333333333,1191.686666666667,3.474221121929197,3.07616208021471,False
NGC6789,0.51,46.7,4.1,11.07,20.43,0.0,23.236389564646224,4276.254901960785,1058.6858823529412,3.631063585034288,3.0247671217722782,False
NGC6789,0.71,60.4,9.4,11.87,21.37,0.0,24.445322660991817,5138.2535211267605,841.6532394366197,3.7108155285231885,2.9251331993170795,False
NGC6946,0.19,153.0,8.0,0.96,24.4,233.17,234.4451545671183,123205.26315789473,289287.0026315789,5.090629260682369,5.461328921680518,False
NGC6946,0.56,130.0,9.0,2.86,62.52,168.53,179.77566826464587,30178.571428571424,57713.01946428571,4.479698677607473,4.761273796581637,False
NGC6946,0.94,128.0,3.0,4.5,91.94,137.01,165.06045468251926,17429.787234042553,28983.99329787234,4.241292085696038,4.462158220602198,False
NGC6946,1.22,134.0,3.0,5.34,109.48,120.39,162.81320001768898,14718.032786885246,21727.982049180333,4.167849766054867,4.337019393803227,False
NGC6946,1.59,129.0,4.0,6.46,127.82,105.47,165.84210834405116,10466.037735849057,17297.86471698113,4.019782296278047,4.2379924962579,False
NGC6946,1.96,131.0,7.0,6.51,138.39,94.99,167.97997588998516,8755.612244897959,14396.567499999997,3.9422865199550525,4.158258957823938,False
NGC6946,2.34,138.0,8.0,6.51,151.17,86.94,174.5087751375271,8138.461538461539,13014.236153846154,3.91054231539233,4.114418683094144,False
NGC6946,2.71,139.0,5.0,6.44,166.55,80.79,185.22256935913614,7129.520295202952,12659.557269372695,3.8530603096337845,4.102418517780033,False
NGC6946,2.99,143.0,3.0,6.38,170.5,76.91,187.15261820236447,6839.130434782608,11714.415551839464,3.8350008866056937,4.068720625929759,False
NGC6946,3.37,146.0,2.0,7.55,177.07,72.44,191.46368062899032,6325.222551928783,10877.845994065281,3.8010758106975358,4.036542905885561,False
NGC6946,3.74,154.0,2.0,10.54,180.71,68.77,193.64015234449698,6341.176470588235,10025.804438502673,3.802169839472446,4.001119229091369,False
NGC6946,4.12,161.0,1.0,12.86,184.13,65.52,195.86246935030712,6291.504854368932,9311.190995145631,3.798754536030565,3.9690052351744725,False
NGC6946,4.4,167.0,2.0,13.54,187.91,63.4,198.77892166927558,6338.40909090909,8980.240840909088,3.801980265808979,3.9532879841589796,False
NGC6946,4.77,173.0,2.0,14.41,193.15,60.89,203.03241785488345,6274.423480083858,8641.96283018868,3.797573827217477,3.936612394042017,False
NGC6946,5.15,176.0,4.0,17.51,197.95,58.6,207.18292062812512,6014.757281553398,8334.9053592233,3.7792181065871087,3.9209006728862277,False
NGC6946,5.52,178.0,5.0,20.8,204.45,56.6,213.15722483650418,5739.855072463769,8231.159873188406,3.758900926888589,3.9154610370388903,False
NGC6946,5.89,180.0,3.0,23.41,204.89,54.8,213.37989642888104,5500.848896434635,7730.217351443124,3.7404297154195105,3.8881917051997377,False
NGC6946,6.17,179.0,4.0,25.15,201.57,53.54,210.07027157596573,5193.030794165316,7152.272123176662,3.7154208979265446,3.854444029745602,True
NGC6946,6.55,180.0,5.0,27.66,200.86,51.96,209.30756508067262,4946.564885496184,6688.497221374047,3.6943037102148293,3.8253285509848403,True
NGC6946,6.92,181.0,4.0,31.15,201.34,50.55,209.91288812266865,4734.248554913295,6367.546329479769,3.675251055281611,3.8039721135200995,True
NGC6946,7.3,179.0,4.0,34.05,198.33,49.22,207.1637029018356,4389.178082191781,5879.013671232877,3.6423832018393303,3.7693044701115337,True
NGC6946,7.58,179.0,2.0,34.92,194.96,48.3,203.8668634182613,4227.0448548812665,5483.073614775726,3.6260368563277328,3.739024076683457,True
NGC6946,7.95,179.0,1.0,35.89,189.92,47.17,198.95403338459866,4030.314465408805,4978.956905660377,3.605338933303316,3.6971383673449725,True
NGC6946,8.33,178.0,1.0,37.34,184.93,46.08,194.20799906286044,3803.6014405762303,4527.820756302522,3.580195003211,3.6558892260226323,True
NGC6946,8.7,177.0,2.0,38.88,182.77,45.09,192.2228794914903,3601.034482758621,4247.084528735632,3.5564272801049945,3.6280909047387664,True
NGC6946,9.08,176.0,2.0,39.08,181.24,44.13,190.5849965238607,3411.453744493392,4000.290848017621,3.5329394871072144,3.6020915686022343,True
NGC6946,9.36,173.0,3.0,38.4,179.87,43.47,188.9905230428235,3197.5427350427353,3815.963440170941,3.5048163575194855,3.5816042051808834,True
NGC6946,9.73,172.0,2.0,37.72,177.19,42.63,186.10860109086843,3040.4933196300103,3559.7545118191156,3.482944053546746,3.5514200491418597,True
NGC6946,10.1,172.0,2.0,37.43,174.69,41.85,183.4912082362531,2929.108910891089,3333.5666831683166,3.466735520032455,3.522909146979921,True
NGC6946,10.48,170.0,2.0,37.14,171.99,41.08,180.68620893693023,2757.6335877862593,3115.2200477099236,3.44053656010884,3.493488729046841,True
NGC6946,10.76,171.0,2.0,36.66,170.15,40.54,178.71337303067168,2717.565055762082,2968.2592657992573,3.434179949453937,3.4725018321825747,True
NGC6946,11.13,174.0,2.0,35.89,167.51,39.86,175.88778183830735,2720.2156334231804,2779.5608086253364,3.434603332230491,3.4439761795660018,True
NGC6946,11.51,174.0,2.0,36.08,164.95,39.2,173.34044219396694,2630.4083405734145,2610.504682884448,3.420023172935408,3.416724476611684,True
NGC6946,11.88,175.0,2.0,36.76,162.35,38.58,170.87198863476715,2577.861952861953,2457.6798400673397,3.411259656727414,3.39052530704993,True
NGC6946,12.26,174.0,2.0,37.82,159.81,37.98,168.55879953298196,2469.494290375204,2317.4607585644376,3.392608026382803,3.36501238899422,True
NGC6946,12.54,173.0,6.0,38.79,158.0,37.55,166.96905881030773,2386.6826156299844,2223.1791547049443,3.3777946697628933,3.3469744616934527,True
NGC6946,12.91,173.0,6.0,40.14,155.62,37.01,164.91981112043513,2318.280402788536,2106.781107668474,3.3651659639911706,3.3236194152141505,True
NGC6946,13.29,173.0,8.0,42.08,153.17,36.48,162.98026168834065,2251.9939804364185,1998.6881640331076,3.352567225314859,3.300745040639407,True
NGC6946,13.66,175.0,9.0,44.01,150.89,35.98,161.24277534202886,2241.9472913616396,1903.3113177159585,3.3506253980270753,3.279509830067461,True
NGC6946,14.03,174.0,9.0,45.46,148.68,35.5,159.47602954676293,2157.9472558802568,1812.730149679259,3.3340408255368397,3.2583331580790564,True
NGC6946,14.31,171.0,9.0,46.53,147.06,35.16,158.20211787457208,2043.3962264150944,1748.9804402515724,3.310352587024531,3.2427849525671215,True
NGC6946,14.69,167.0,8.0,45.94,144.87,34.7,155.89063634484273,1898.5023825731791,1654.3152144315864,3.27841114650491,3.218618263889626,True
NGC6946,15.06,165.0,7.0,44.59,142.8,34.27,153.4748871965704,1807.7689243027887,1564.0465471447546,3.2571429165631307,3.1942496738308006,True
NGC6946,15.44,163.0,8.0,44.01,140.8,33.84,151.3494819944885,1720.7901554404145,1483.5923380829017,3.235727912808198,3.1713145817764774,True
NGC6946,15.72,162.0,8.0,44.2,139.35,33.54,149.98997999866523,1669.4656488549617,1431.1064949109411,3.222577487381873,3.155671952719449,True
NGC6946,16.09,161.0,9.0,33.85,137.46,33.15,145.39599925720103,1611.0006215040398,1313.859328775637,3.20709570796467,3.1185488690236856,True
NGC6946,16.47,159.0,10.0,33.85,135.59,32.77,143.5421314457884,1534.9726775956285,1251.0226775956287,3.1861006494711486,3.0972651823276154,True
NGC6946,16.84,158.0,10.0,33.85,133.88,32.41,141.84528543451842,1482.4228028503562,1194.7793942992873,3.1709720867452145,3.077287723959473,True
NGC6946,17.21,157.0,10.0,33.85,132.2,32.06,140.1802628760554,1432.2486926205693,1141.807443346891,3.1560184344909072,3.0575928698091692,True
NGC6946,17.5,157.0,10.0,33.85,130.89,31.79,138.88347165879745,1408.5142857142857,1102.2067828571426,3.148761256132173,3.042263079297295,True
NGC6946,17.87,157.0,9.0,33.85,129.3,31.46,137.31002913115998,1379.3508673754895,1055.0668214885281,3.139674752312823,3.0232799660647443,True
NGC6946,18.24,160.0,11.0,33.85,127.8,31.14,135.8247477450262,1403.5087719298247,1011.423360745614,3.1472151313194523,3.0049329802691855,True
NGC6946,18.62,159.0,12.0,33.85,126.3,30.82,134.34055567846963,1357.7336197636948,969.2473093447903,3.132814571995579,2.986434604068381,True
NGC6946,18.9,160.0,14.0,33.85,125.2,30.59,133.25393277498418,1354.4973544973545,939.5032063492064,3.1317781611386053,2.9728982666051356,True
NGC6946,19.27,158.0,16.0,33.85,123.92,30.3,131.98514651278,1295.4852101712506,903.9999429164504,3.1124324592533923,2.956168403051612,True
NGC6946,19.65,155.0,18.0,33.85,122.75,30.0,130.81813712173096,1222.64631043257,870.9101781170485,3.0873008416291374,2.939973366075783,True
NGC6946,20.02,157.0,19.0,33.85,121.08,29.72,129.18772116575167,1231.2187812187813,833.6397252747253,3.0903352316751675,2.92097840180062,True
NGC6946,20.4,154.0,21.0,33.85,119.5,29.44,127.64319840868922,1162.5490196078433,798.6659852941177,3.0654112742470274,2.902365188484509,True
NGC7331,2.67,221.0,20.0,-12.02,317.9,136.84,346.30922020645073,18292.50936329588,44917.63146067415,4.262273286005646,4.6524168475297705,False
NGC7331,3.21,237.0,13.0,-12.52,344.05,124.77,366.1894397712747,17498.130841121496,41774.051651090354,4.242991659615336,4.620906599382344,False
NGC7331,3.74,249.0,8.0,-12.91,365.51,115.63,383.58118449684156,16577.807486631016,39340.782112299465,4.219527091990993,4.594842989637194,False
NGC7331,4.27,250.0,5.0,-12.71,368.89,108.22,384.6465190275352,14637.002341920375,34649.401545667446,4.165452142319052,4.539695738005292,False
NGC7331,4.81,253.0,5.0,-11.52,367.77,101.96,381.81582588991773,13307.484407484408,30308.383555093555,4.124095965977804,4.4815627746446545,False
NGC7331,5.35,257.0,5.0,-9.56,371.23,96.68,383.73184504286326,12345.607476635514,27523.388579439255,4.091512464641361,4.439701901611318,False
NGC7331,5.88,257.0,5.0,-6.26,365.05,92.22,376.5703367234334,11232.823129251701,24116.533758503403,4.05048892058645,4.38231488731006,False
NGC7331,6.41,257.0,5.0,4.8,360.1,88.33,370.806201269612,10304.05616224649,21450.42728549142,4.0130082171437715,4.331435947610855,False
NGC7331,7.48,257.0,5.0,12.22,345.54,81.76,355.2913137131275,8830.080213903742,16875.924812834226,3.9459646487981277,4.227267581805604,False
NGC7331,8.55,255.0,5.0,16.59,324.23,76.48,333.54086915998766,7605.263157894737,13011.638760233918,3.8811142461397377,4.114331997538281,False
NGC7331,9.62,248.0,6.0,22.45,311.29,72.1,320.31839878470925,6393.347193347194,10665.68363825364,3.8057282896146196,4.027988697648154,False
NGC7331,10.66,247.0,6.0,28.21,299.93,68.49,308.94123891122075,5723.170731707317,8953.535562851781,3.757636701828778,3.951994562939774,False
NGC7331,11.74,246.0,6.0,33.77,288.64,65.26,297.84615172937856,5154.684838160136,7556.416533219761,3.7122021172951625,3.8783158895744316,False
NGC7331,12.83,244.0,6.0,38.94,280.42,62.43,289.9124090134812,4640.37412314887,6550.990249415433,3.6665529963025305,3.8163069530225022,True
NGC7331,13.91,242.0,4.0,43.31,272.13,59.96,282.00300459392275,4210.208483105679,5717.159928109274,3.624303601968816,3.7571803410552542,True
NGC7331,15.0,238.0,3.0,45.59,263.74,57.74,273.80858879881765,3776.266666666667,4998.076220000001,3.5770626550573428,3.6988028747742265,True
NGC7331,16.08,236.0,3.0,47.38,256.44,55.77,266.6770160700018,3463.681592039801,4422.676050995025,3.5395379615277807,3.6456851296436925,True
NGC7331,17.07,233.0,3.0,49.66,250.86,54.12,261.3920993450261,3180.3749267721146,4002.684803749268,3.5024783209373043,3.602351392407885,True
NGC7331,18.15,234.0,3.0,53.93,245.89,52.49,257.14886175132096,3016.8595041322315,3643.2802809917353,3.4795550854481543,3.5614925832116615,True
